date,description,amount_npr,category,persona,household,group_type,festival
2025-12-03,Aalu pyaj golbheda,620,food,family,family_1,family,
2025-12-03,bank charge,400,other,family,family_2,family,
2025-12-03,Wifi bill,1390,utilities,family,family_3,family,
2025-12-03,Tihar shopping Durbarmarg showroom,10000,shopping,student_hostel,student_hostel_1,roommates,
2025-12-03,Zipline Bandipur - with friends,3650,entertainment,student_hostel,student_hostel_1,roommates,
2025-12-03,Homestay Pokhaa - weekend rate,2100,hotel,trip_group,trip_group_3,trip,
2025-12-03,Temple donation emergency,410,other,working_bachelor,working_bachelor_3,roommates,
2025-12-04,Yomari ingredients - Saturda,910,food,family,family_2,family,yomari
2025-12-04,yomari ingredients,920,food,family,family_2,family,yomari
2025-12-04,Yomari from Newari khaja ghar team khaja,400,food,family,family_2,family,yomari
2025-12-04,Newari khaja set team khaja,510,food,family,family_3,family,
2025-12-04,Yomari from Newari khaja ghar,530,food,student_home,student_home_1,college,yomari
2025-12-04,Room rent Poush - shared 2 ways,8450,rent,student_hostel,student_hostel_2,roommates,
2025-12-04,insurance premium for sita,6250,other,student_hostel,student_hostel_2,roommates,
2025-12-04,snacks during movie evening show,410,entertainment,trip_group,trip_group_2,trip,
2025-12-04,Flat rent Koteshwor,15000,rent,working_bachelor,working_bachelor_1,roommates,
2025-12-04,MOMO AT CHIKUSA CAFE,280,food,working_bachelor,working_bachelor_1,roommates,
2025-12-04,futsal booking - evening show,2700,entertainment,working_bachelor,working_bachelor_1,roommates,
2025-12-04,flat rent sundhara,13650,rent,working_bachelor,working_bachelor_3,roommates,
2025-12-04,KHAJA,610,food,working_bachelor,working_bachelor_3,roommates,
2025-12-05,Wifi bill due date,990,utilities,family,family_1,family,
2025-12-05,Taxi to hotel,420,hotel,family,family_2,family,
2025-12-05,Gas cylinder,2100,utilities,family,family_2,family,
2025-12-05,vegetables from kalimati,740,food,family,family_3,family,
2025-12-05,NEA bijuli bill Poush,3700,utilities,family,family_3,family,
2025-12-05,Hotel dinner Sarangkot - half plate,1380,food,student_home,student_home_1,college,
2025-12-05,Python course subscription 4th sem,2200,education,student_home,student_home_2,college,
2025-12-05,Thakali khana set Baneshwor,520,food,student_home,student_home_3,college,
2025-12-05,Bungee jump for 6 people,6200,entertainment,student_home,student_home_3,college,
2025-12-05,Saja bus to Satdobato,40,transport,student_hostel,student_hostel_1,roommates,
2025-12-05,Netflix subscription split weekend,1280,entertainment,trip_group,trip_group_1,trip,
2025-12-05,Bus fare Bouddha to Balkhu,60,transport,working_bachelor,working_bachelor_1,roommates,
2025-12-05,Flat rent Patan with water charge,18550,rent,working_bachelor,working_bachelor_2,roommates,
2025-12-05,winter blanket for home,7050,shopping,working_bachelor,working_bachelor_2,roommates,
2025-12-06,Chiya for everyone after class,55,food,family,family_2,family,
2025-12-06,Tarkari kinne after class,210,food,student_hostel,student_hostel_2,roommates,
2025-12-06,Buff momo Chabahil,85,food,trip_group,trip_group_3,trip,
2025-12-06,haircut,340,other,trip_group,trip_group_3,trip,
2025-12-06,InDrive to Jhamsikhel one way,190,transport,trip_group,trip_group_3,trip,
2025-12-06,New shoes,4700,shopping,working_bachelor,working_bachelor_1,roommates,
2025-12-06,Sajha bus to Kalanki,35,transport,working_bachelor,working_bachelor_2,roommates,
2025-12-06,Scooter servicing,4300,transport,working_bachelor,working_bachelor_3,roommates,
2025-12-07,Khanepani bill,460,utilities,family,family_1,family,
2025-12-07,Bike petrol Poush return,1610,transport,family,family_1,family,
2025-12-07,Stationer and printing,460,education,student_home,student_home_1,college,
2025-12-07,Sekuwa and chiura - half plate,1670,food,student_hostel,student_hostel_1,roommates,
2025-12-07,Pizza night - for 2 people,1900,food,student_hostel,student_hostel_1,roommates,
2025-12-07,Chicken 1 kg,700,food,student_hostel,student_hostel_1,roommates,
2025-12-07,Dinner Bakery Cafe,1170,food,student_hostel,student_hostel_2,roommates,
2025-12-07,Hotel Sarangkot 2 nights,4900,hotel,student_hostel,student_hostel_2,roommates,
2025-12-07,Micro to Sundhara,70,transport,trip_group,trip_group_1,trip,
2025-12-07,headphones - emi,2600,shopping,trip_group,trip_group_1,trip,
2025-12-07,Scooter servicing late night,3300,transport,trip_group,trip_group_2,trip,
2025-12-07,Monthly bill paid,8600,utilities,trip_group,trip_group_2,trip,
2025-12-08,Grocery Bhatbhateni,3650,food,family,family_1,family,
2025-12-08,Room rent and wifi together - shared 2 ways,12800,rent,student_home,student_home_1,college,
2025-12-08,college bus fee - late night,1970,transport,student_home,student_home_3,college,
2025-12-08,Lunch at Thakali Kitchen,430,food,student_hostel,student_hostel_1,roommates,
2025-12-08,Thakali khana set Kirtipur,1060,food,student_hostel,student_hostel_1,roommates,
2025-12-08,birthday cake for 2 people,2400,food,trip_group,trip_group_2,trip,
2025-12-08,Worldlink internet 3 months,1690,utilities,working_bachelor,working_bachelor_1,roommates,
2025-12-08,Jacket KL Tower,11450,shopping,working_bachelor,working_bachelor_2,roommates,
2025-12-08,Temple donation emergency,210,other,working_bachelor,working_bachelor_3,roommates,
2025-12-08,Breakfast,650,food,working_bachelor,working_bachelor_3,roommates,
2025-12-09,Birthday cake Saturday,870,food,family,family_2,family,
2025-12-09,Grocery Big Mart - veg,5500,food,student_home,student_home_2,college,
2025-12-09,Winter blanket - sale price,5050,shopping,student_home,student_home_3,college,
2025-12-09,Waste management fee,380,utilities,student_hostel,student_hostel_3,roommates,
2025-12-09,Swimming pool entry,1150,entertainment,working_bachelor,working_bachelor_1,roommates,
2025-12-10,NEA bijuli bill Poush due date,3450,utilities,family,family_1,family,
2025-12-10,Aalu pyaj golbheda Saturday,290,food,family,family_1,family,
2025-12-10,Dinner Thakali Kitchen,1190,food,family,family_2,family,
2025-12-10,Taxi Patan to Koteshwor,350,transport,family,family_2,family,
2025-12-10,Course book,1030,education,student_home,student_home_1,college,
2025-12-10,Tihar shopping Durbarmarg showroom,5800,shopping,student_home,student_home_3,college,
2025-12-10,cable car ticket,1010,transport,student_home,student_home_3,college,
2025-12-10,NTC data pack,540,utilities,student_hostel,student_hostel_2,roommates,
2025-12-10,College bus fee,1940,education,student_hostel,student_hostel_2,roommates,
2025-12-10,Wifi bill,900,utilities,student_hostel,student_hostel_3,roommates,
2025-12-10,Petrol 5 litre late night,1240,transport,trip_group,trip_group_1,trip,
2025-12-10,Hostel dorm bed,1050,hotel,trip_group,trip_group_1,trip,
2025-12-10,dnner nanglo office lunch,1440,food,trip_group,trip_group_1,trip,
2025-12-10,Resort Lumbini per night,5600,hotel,trip_group,trip_group_2,trip,
2025-12-10,Medicine from pharmacy,3450,other,working_bachelor,working_bachelor_3,roommates,
2025-12-11,bike petrol poush,2950,transport,family,family_1,family,
2025-12-11,Birthday cake for Prakriti,1630,food,family,family_1,family,birthday
2025-12-11,Birthday gift for dai,4400,shopping,family,family_1,family,birthday
2025-12-11,Birthday gift for dai,4200,shopping,family,family_1,family,birthday
2025-12-11,NEA bijuli bill Poush shared 3 ways,3150,utilities,family,family_3,family,
2025-12-11,Ncell combo 399 paid by Khalti,720,utilities,student_home,student_home_2,college,
2025-12-11,Boating Phewa lake evening show,1060,entertainment,student_hostel,student_hostel_1,roommates,
2025-12-11,Momo at Chikusa cafe - with dai,250,food,student_hostel,student_hostel_2,roommates,
2025-12-11,Fruits for Dashain tika - for Ram,2200,shopping,student_hostel,student_hostel_3,roommates,
2025-12-11,Chiya for everyone,170,food,working_bachelor,working_bachelor_1,roommates,
2025-12-11,Laundry reimburse later,460,other,working_bachelor,working_bachelor_1,roommates,
2025-12-11,Zipine Sarangkot,4650,entertainment,working_bachelor,working_bachelor_3,roommates,
2025-12-12,Headphones for Prakriti,7450,shopping,student_home,student_home_1,college,
2025-12-12,Khaja Saturday,280,food,student_hostel,student_hostel_2,roommates,
2025-12-12,Futsal booking,2000,entertainment,working_bachelor,working_bachelor_1,roommates,
2025-12-13,Wifi bill,1170,utilities,family,family_1,family,
2025-12-13,NEA bijuli bill Poush,2550,utilities,family,family_2,family,
2025-12-13,Birthday cake for Sujan,1810,food,student_home,student_home_2,college,birthday
2025-12-13,birthday gift for mina,2200,shopping,student_home,student_home_2,college,birthday
2025-12-13,Birthday cake for Sita,1970,food,student_home,student_home_2,college,birthday
2025-12-13,Samosa chiya Satdobato extra chutney,120,food,student_home,student_home_3,college,
2025-12-13,Birthday cake - with Sujan,1000,food,student_home,student_home_3,college,
2025-12-13,Breakfst,250,food,student_home,student_home_3,college,
2025-12-13,Netflix subscription split group booking,470,entertainment,student_hostel,student_hostel_2,roommates,
2025-12-13,Bike petrol Poush,2900,transport,student_hostel,student_hostel_3,roommates,
2025-12-13,chicken momo plate,240,food,working_bachelor,working_bachelor_1,roommates,
2025-12-13,Chicken 1 kg - for 8 people,840,food,working_bachelor,working_bachelor_3,roommates,
2025-12-14,Bike petrol Poush with Prakriti,2350,transport,family,family_1,family,
2025-12-14,Water jar Saturday,85,food,family,family_2,family,
2025-12-14,STATIONERY AND PRINTING FINAL YEAR,210,education,family,family_2,family,
2025-12-14,school fee for sita,9250,education,family,family_3,family,
2025-12-14,Monthly grocery team khaja,5350,food,family,family_3,family,
2025-12-14,Samosa chiya Baneshwor,95,food,student_home,student_home_2,college,
2025-12-14,Samosa chiya Sundhara,120,food,student_home,student_home_2,college,
2025-12-14,Cafe bill Maharajgunj Saturday,1140,food,student_home,student_home_2,college,
2025-12-14,LPG refill,2400,utilities,student_home,student_home_3,college,
2025-12-14,Spotiy family,920,entertainment,student_hostel,student_hostel_1,roommates,
2025-12-14,Popcorn and coke at FCube Chhaya Center half plate,1030,food,student_hostel,student_hostel_3,roommates,
2025-12-14,Pool and snooker,1400,entertainment,student_hostel,student_hostel_3,roommates,
2025-12-14,Movie tickets for 4 - evening show,1720,entertainment,trip_group,trip_group_2,trip,
2025-12-14,Worldlink internet  months,1440,utilities,working_bachelor,working_bachelor_2,roommates,
2025-12-14,Doctor visit - cash,2350,other,working_bachelor,working_bachelor_2,roommates,
2025-12-15,Rent Poush advance,20350,rent,family,family_1,family,
2025-12-15,Petrol one way,550,transport,family,family_1,family,
2025-12-15,College bus fee,3050,transport,student_home,student_home_1,college,
2025-12-15,Laptop bag,2200,shopping,student_home,student_home_1,college,
2025-12-15,wifi bill paid by khalti,850,utilities,student_hostel,student_hostel_1,roommates,
2025-12-15,Khaja takeaway,210,food,student_hostel,student_hostel_2,roommates,
2025-12-15,Cable car ticket,680,transport,student_hostel,student_hostel_2,roommates,
2025-12-15,Popcorn and coke at QFX Civil Mall group booking,750,entertainment,student_hostel,student_hostel_2,roommates,
2025-12-15,NEA bijuli bill Poush,1360,utilities,student_hostel,student_hostel_3,roommates,
2025-12-15,College canteen chiya,130,food,student_hostel,student_hostel_3,roommates,
2025-12-15,Grocery Big Mart,3550,food,student_hostel,student_hostel_3,roommates,
2025-12-15,Aalu pyaj golbheda,420,food,trip_group,trip_group_3,trip,
2025-12-15,Electricity bill - last month,1820,utilities,working_bachelor,working_bachelor_2,roommates,
2025-12-15,Patha ride,250,transport,working_bachelor,working_bachelor_3,roommates,
2025-12-15,Sajha bus to Lagankhel,60,transport,working_bachelor,working_bachelor_3,roommates,
2025-12-16,Khanepani bill,760,utilities,family,family_3,family,
2025-12-16,Ncell combo 399,300,utilities,student_home,student_home_1,college,
2025-12-16,Bus fare Baneshwor to Chabahil - late night,30,transport,student_home,student_home_2,college,
2025-12-16,Birthday cake,1430,food,student_home,student_home_2,college,
2025-12-16,Pathao ride late night,290,transport,student_hostel,student_hostel_2,roommates,
2025-12-16,NTC data pack,460,utilities,student_hostel,student_hostel_3,roommates,
2025-12-16,Cable car ticket,530,transport,trip_group,trip_group_3,trip,
2025-12-16,Zipline Sarangkot,4300,entertainment,working_bachelor,working_bachelor_1,roommates,
2025-12-16,Canteen lunch at college,190,education,working_bachelor,working_bachelor_2,roommates,
2025-12-17,Wifi bill,960,utilities,family,family_2,family,
2025-12-17,pathao ride,110,transport,family,family_2,family,
2025-12-17,Vegetables from Kalimati half plate,1020,food,family,family_3,family,
2025-12-17,Tourist bus Kathmandu to Pokhara,1480,transport,student_home,student_home_3,college,
2025-12-17,Bus ticket and khaja on the way,1020,transport,student_home,student_home_3,college,
2025-12-17,Dashain kurta shopping EMI,14200,shopping,student_hostel,student_hostel_1,roommates,
2025-12-17,Concert ticket,2600,entertainment,trip_group,trip_group_1,trip,
2025-12-17,Concert ticket weekend,3050,entertainment,trip_group,trip_group_1,trip,
2025-12-17,Chicken 1 kg,470,food,trip_group,trip_group_2,trip,
2025-12-17,Repair work cash,2100,other,trip_group,trip_group_2,trip,
2025-12-18,Momo at Momo Magic,230,food,family,family_1,family,
2025-12-18,Buff momo Lagankhel,160,food,family,family_1,family,
2025-12-18,Trip contribution - emergency,1750,other,family,family_2,family,
2025-12-18,Concert ticket with friends,3250,entertainment,family,family_2,family,
2025-12-18,Khaja half plate,240,food,family,family_2,family,
2025-12-18,Rent Poush,34400,rent,family,family_3,family,
2025-12-18,Cable car ticket,830,transport,student_home,student_home_1,college,
2025-12-18,Spoify family,330,entertainment,student_home,student_home_2,college,
2025-12-18,chicken 1 kg,480,food,student_home,student_home_2,college,
2025-12-18,Tuition fee monthly,7550,education,student_home,student_home_3,college,
2025-12-18,InDrive to Maharajgunj with bhai,820,transport,student_hostel,student_hostel_1,roommates,
2025-12-18,Pizza night,2050,food,student_hostel,student_hostel_1,roommates,
2025-12-18,Chitwan jungle safari for 7 people,4700,entertainment,student_hostel,student_hostel_2,roommates,
2025-12-18,MONTHLY GROCERY OFFICE LUNCH,5500,food,trip_group,trip_group_3,trip,
2025-12-18,Emergency cash to dai,400,other,trip_group,trip_group_3,trip,
2025-12-18,Hotel dinner Ilam,1950,hotel,working_bachelor,working_bachelor_1,roommates,
2025-12-18,Chiya for everyone veg,270,food,working_bachelor,working_bachelor_2,roommates,
2025-12-18,chicken 1 kg,1030,food,working_bachelor,working_bachelor_3,roommates,
2025-12-19,School fee for Sita final year,9450,education,family,family_1,family,
2025-12-19,School fee for Ram 4th sem,7550,education,family,family_2,family,
2025-12-19,Cafe bill Kirtipur,1040,food,family,family_2,family,
2025-12-19,Monthly grocery office lunch,6300,food,family,family_2,family,
2025-12-19,Sajha bus to Baneshwor,30,transport,student_home,student_home_3,college,
2025-12-19,Headphones with cashback,7300,shopping,student_hostel,student_hostel_1,roommates,
2025-12-19,Chicken momo plate half plate,290,food,student_hostel,student_hostel_3,roommates,
2025-12-19,Homestay Sarangkot,3650,hotel,trip_group,trip_group_1,trip,
2025-12-19,room rent and wifi together,21700,rent,working_bachelor,working_bachelor_1,roommates,
2025-12-20,Momo at Momo Magic Saturday,120,food,family,family_1,family,
2025-12-20,rent poush,31500,rent,family,family_2,family,
2025-12-20,Grocery Civil Mall,2900,food,family,family_2,family,
2025-12-20,Dinner Trisara veg,650,food,family,family_2,family,
2025-12-20,Cafe bill Maharajgunj,1000,food,student_home,student_home_1,college,
2025-12-20,Futsal booking,1250,entertainment,student_home,student_home_2,college,
2025-12-20,petrol,850,transport,student_home,student_home_2,college,
2025-12-20,Room rent Poush,5400,rent,student_hostel,student_hostel_1,roommates,
2025-12-20,Daraz order - for home,3400,shopping,student_hostel,student_hostel_1,roommates,
2025-12-20,Movie ticket QFX Labim,450,entertainment,working_bachelor,working_bachelor_1,roommates,
2025-12-20,Night bus tickets return,2250,transport,working_bachelor,working_bachelor_1,roommates,
2025-12-20,Aalu pyaj golbheda,760,food,working_bachelor,working_bachelor_2,roommates,
2025-12-20,New shoes,8450,shopping,working_bachelor,working_bachelor_3,roommates,
2025-12-21,Momo at college canteen,360,food,student_hostel,student_hostel_3,roommates,
2025-12-21,Chowmein and coke - with Sta,340,food,trip_group,trip_group_1,trip,
2025-12-21,Lakeside hotel booking with breakfast,2350,hotel,trip_group,trip_group_2,trip,
2025-12-21,Worldlink internet 3 months,1690,utilities,working_bachelor,working_bachelor_3,roommates,
2025-12-22,Cab to airport with luggage to office,1200,transport,family,family_1,family,
2025-12-22,Tihar shopping Salesberry,3000,shopping,family,family_1,family,
2025-12-22,Breakfast,520,food,family,family_3,family,
2025-12-22,Tuition fee monthly,10600,education,student_home,student_home_1,college,
2025-12-22,College bus fee to college,1280,transport,student_home,student_home_2,college,
2025-12-22,Netflix subscription split weekend,1040,entertainment,student_home,student_home_2,college,
2025-12-22,ncell combo 399,1020,utilities,student_home,student_home_3,college,
2025-12-22,Chicken 1 kg,670,food,student_hostel,student_hostel_1,roommates,
2025-12-22,Water jar office lunch,85,food,student_hostel,student_hostel_2,roommates,
2025-12-22,Room rent Poush - paid to landlord,6900,rent,student_hostel,student_hostel_3,roommates,
2025-12-22,Pathao ride with Bikash,370,transport,student_hostel,student_hostel_3,roommates,
2025-12-22,Chicken 1 kg,540,food,student_hostel,student_hostel_3,roommates,
2025-12-22,Airport taxi airport drop,1120,transport,trip_group,trip_group_2,trip,
2025-12-22,Cable car ticket,560,transport,trip_group,trip_group_3,trip,
2025-12-22,Christmas party in Thamel,5650,entertainment,working_bachelor,working_bachelor_1,roommates,christmas
2025-12-22,Christmas cake and dinner,2550,food,working_bachelor,working_bachelor_1,roommates,christmas
2025-12-22,CHRISTMAS CAKE AND DINNER,3800,food,working_bachelor,working_bachelor_1,roommates,christmas
2025-12-22,Christmas gifts online,9150,shopping,working_bachelor,working_bachelor_2,roommates,christmas
2025-12-22,Pizza night,2100,food,working_bachelor,working_bachelor_3,roommates,
2025-12-22,Micro to Chabahil shared,70,transport,working_bachelor,working_bachelor_3,roommates,
2025-12-23,milk and eggs,280,food,family,family_1,family,
2025-12-23,Khanepani bill,940,utilities,family,family_2,family,
2025-12-23,Wifi bill,1330,utilities,family,family_2,family,
2025-12-23,Bike petrol Poush - shared,3150,transport,student_home,student_home_1,college,
2025-12-23,Christmas cake and dinner,3000,food,student_home,student_home_2,college,christmas
2025-12-23,Christmas party in Thamel weekend,2800,entertainment,student_home,student_home_3,college,christmas
2025-12-23,Micro to Jhamsikhel,75,transport,student_hostel,student_hostel_1,roommates,
2025-12-23,Dashain kurta shopping,10150,shopping,student_hostel,student_hostel_1,roommates,
2025-12-23,Christmas gifts,4800,shopping,student_hostel,student_hostel_1,roommates,christmas
2025-12-23,Christmas gifts,3850,shopping,student_hostel,student_hostel_1,roommates,christmas
2025-12-23,christmas cake and dinner,3750,food,student_hostel,student_hostel_2,roommates,christmas
2025-12-23,Chowmein and coke - half plate,400,food,trip_group,trip_group_1,trip,
2025-12-23,AIRPORT TAXI,1060,transport,trip_group,trip_group_1,trip,
2025-12-23,Guest house Dhulikhel advance paid,1850,hotel,trip_group,trip_group_3,trip,
2025-12-23,Bus with Sujan,30,transport,trip_group,trip_group_3,trip,
2025-12-23,Electricity bill paid via eSewa,1770,utilities,working_bachelor,working_bachelor_1,roommates,
2025-12-23,Pool and snooker,1330,entertainment,working_bachelor,working_bachelor_1,roommates,
2025-12-23,christmas party in thamel,2100,entertainment,working_bachelor,working_bachelor_2,roommates,christmas
2025-12-23,Christmas gifts,8750,shopping,working_bachelor,working_bachelor_2,roommates,christmas
2025-12-23,Christmas cake and dinner,3150,food,working_bachelor,working_bachelor_3,roommates,christmas
2025-12-24,bus late night,25,transport,family,family_2,family,
2025-12-24,Jacket Daraz with cashback,4050,shopping,family,family_3,family,
2025-12-24,bungee jump weekend,9000,entertainment,student_home,student_home_1,college,
2025-12-24,christmas gifts,3100,shopping,student_home,student_home_1,college,christmas
2025-12-24,Christmas cake and dinner,3800,food,student_home,student_home_2,college,christmas
2025-12-24,Birthday cake for Mina - Saturday,2450,food,student_home,student_home_2,college,birthday
2025-12-24,Resort Ilam per night,8000,hotel,student_home,student_home_3,college,
2025-12-24,Christmas cake and dinner,4450,food,student_home,student_home_3,college,christmas
2025-12-24,Cable car ticket Ring Road,720,transport,student_hostel,student_hostel_2,roommates,
2025-12-24,bike repair puncture late night,500,transport,student_hostel,student_hostel_3,roommates,
2025-12-24,Bank charge,380,other,student_hostel,student_hostel_3,roommates,
2025-12-24,Bank charge,170,other,student_hostel,student_hostel_3,roommates,
2025-12-24,Dal bhat at Newari khaja ghar - evening,280,food,working_bachelor,working_bachelor_1,roommates,
2025-12-24,Headphones with cashback,2700,shopping,working_bachelor,working_bachelor_1,roommates,
2025-12-24,Gift for Hari sale price,4550,shopping,working_bachelor,working_bachelor_3,roommates,
2025-12-25,Birthday cake,2000,food,family,family_2,family,
2025-12-25,cafe bill patan - veg,850,food,family,family_2,family,
2025-12-25,Fruits for Dashain tika,3150,food,family,family_3,family,
2025-12-25,Vegetables from Kalimati office lunch,1140,food,family,family_3,family,
2025-12-25,christmas party in thamel,2600,entertainment,student_home,student_home_3,college,christmas
2025-12-25,Christmas cake and dinner,3300,food,student_home,student_home_3,college,christmas
2025-12-25,christmas party in thamel,7750,entertainment,student_hostel,student_hostel_1,roommates,christmas
2025-12-25,jacket big mart with cashback,5250,shopping,student_hostel,student_hostel_2,roommates,
2025-12-25,Christmas gifts - online,6300,shopping,student_hostel,student_hostel_3,roommates,christmas
2025-12-25,Taxi to hotel late night,410,transport,trip_group,trip_group_2,trip,
2025-12-25,Chiya for everyoe office lunch,130,food,working_bachelor,working_bachelor_1,roommates,
2025-12-25,Christmas party in Thamel,6100,entertainment,working_bachelor,working_bachelor_2,roommates,christmas
2025-12-25,electricity bill,1170,utilities,working_bachelor,working_bachelor_3,roommates,
2025-12-25,Monthly bill paid,15300,utilities,working_bachelor,working_bachelor_3,roommates,
2025-12-25,Christmas gifts - with cashback,11350,shopping,working_bachelor,working_bachelor_3,roommates,christmas
2025-12-25,Christmas cake and dinner,7950,food,working_bachelor,working_bachelor_3,roommates,christmas
2025-12-25,Christmas cake and dinner,9650,food,working_bachelor,working_bachelor_3,roommates,christmas
2025-12-26,Photocopy,190,other,family,family_3,family,
2025-12-26,Bus,65,transport,student_home,student_home_2,college,
2025-12-26,Book shopping,2200,education,student_home,student_home_3,college,
2025-12-26,Buff momo Bouddha,180,food,student_home,student_home_3,college,
2025-12-26,ntc data pack,370,utilities,student_hostel,student_hostel_1,roommates,
2025-12-26,Wifi bill shared 3 ways,1750,utilities,student_hostel,student_hostel_2,roommates,
2025-12-26,Ice cream,590,food,student_hostel,student_hostel_3,roommates,
2025-12-26,Futsal booking - evening show,2450,entertainment,trip_group,trip_group_2,trip,
2025-12-26,Canteen lunch at college,320,food,trip_group,trip_group_2,trip,
2025-12-26,Trip contribution,1220,transport,trip_group,trip_group_3,trip,
2025-12-26,Park entry ticket,260,entertainment,working_bachelor,working_bachelor_3,roommates,
2025-12-27,new shoes,8900,shopping,family,family_3,family,
2025-12-27,Cable car ticket,1270,transport,student_home,student_home_1,college,
2025-12-27,Grocery Salesberry,3200,food,student_home,student_home_2,college,
2025-12-27,Tamu Lhosar feast,4950,food,student_home,student_home_2,college,tamu_lhosar
2025-12-27,Chowmein and coke,200,food,student_home,student_home_3,college,
2025-12-27,Winter blanket,3300,shopping,student_hostel,student_hostel_1,roommates,
2025-12-27,nea bijuli bill poush,1500,utilities,student_hostel,student_hostel_2,roommates,
2025-12-27,gas cylinder - last month,2750,utilities,student_hostel,student_hostel_2,roommates,
2025-12-27,Chicken momo plate team khaja,260,food,student_hostel,student_hostel_3,roommates,
2025-12-27,Lakeside hotelbooking,6250,hotel,trip_group,trip_group_2,trip,
2025-12-27,InDrive to Kalanki,85,transport,trip_group,trip_group_3,trip,
2025-12-27,Newari khaja set,850,food,working_bachelor,working_bachelor_1,roommates,
2025-12-27,Movie tickets for 4 evening show,2400,entertainment,working_bachelor,working_bachelor_2,roommates,
2025-12-28,jacket salesberry for mina,6350,shopping,family,family_1,family,
2025-12-28,Breakast,500,food,family,family_1,family,
2025-12-28,Ice cream veg,570,food,family,family_3,family,
2025-12-28,Cafe bill Lagankhel,590,food,family,family_3,family,
2025-12-28,College canteen chiya evening,40,food,student_home,student_home_1,college,
2025-12-28,Headphones,5850,shopping,student_home,student_home_2,college,
2025-12-28,Cafe bill Kalanki for 7 people,580,food,student_home,student_home_2,college,
2025-12-28,Airport taxi return,1270,transport,student_home,student_home_3,college,
2025-12-28,NEA bijuli bill Poush - paid via eSewa,1760,utilities,student_hostel,student_hostel_1,roommates,
2025-12-28,Hotel dinner Saraha,2550,food,trip_group,trip_group_1,trip,
2025-12-28,Guest house Pokhara advance paid,1670,hotel,trip_group,trip_group_3,trip,
2025-12-28,Pathao ride,320,transport,working_bachelor,working_bachelor_2,roommates,
2025-12-28,Tarkari kinne,430,food,working_bachelor,working_bachelor_2,roommates,
2025-12-29,Water jar,90,food,family,family_2,family,
2025-12-29,Birthday cake,1610,food,family,family_2,family,
2025-12-29,sel roti and meat for lhoar team khaja,1370,food,student_home,student_home_2,college,tamu_lhosar
2025-12-29,Samosa chiya Sundhara takeaway,120,food,student_home,student_home_3,college,
2025-12-29,newari khaja set,470,food,student_hostel,student_hostel_2,roommates,
2025-12-29,Pathao ride,170,transport,trip_group,trip_group_3,trip,
2025-12-29,Tihar shopping Durbarmarg showroom - for Hari,11150,shopping,working_bachelor,working_bachelor_1,roommates,
2025-12-29,Vegetables from Kalimati,2100,food,working_bachelor,working_bachelor_3,roommates,
2025-12-30,Dal bhat at local bhojanalaya,320,food,family,family_2,family,
2025-12-30,Sajha bus to Thamel,25,transport,student_home,student_home_1,college,
2025-12-30,Tamu Lhosar program at Tundikhel,780,entertainment,student_home,student_home_2,college,tamu_lhosar
2025-12-30,Tamu Lhosar program at Tundikhel,1400,entertainment,student_home,student_home_2,college,tamu_lhosar
2025-12-30,Bike repair puncture,660,transport,student_home,student_home_3,college,
2025-12-30,BIKE REPAIR PUNCTURE,140,transport,student_hostel,student_hostel_2,roommates,
2025-12-30,Fruits for Dashain tika,780,food,trip_group,trip_group_3,trip,
2025-12-30,ncell combo 399,460,utilities,working_bachelor,working_bachelor_2,roommates,
2025-12-30,Cafe bill Thamel - extra chutney,1010,food,working_bachelor,working_bachelor_2,roommates,
2025-12-31,Chicken momo plate,250,food,family,family_1,family,
2025-12-31,Chicken momo plate,230,food,family,family_1,family,
2025-12-31,Tihar shopping Civil Mall,6050,shopping,family,family_1,family,
2025-12-31,Dal bhat at local bhojanalaya Saturday,390,food,family,family_2,family,
2025-12-31,dashain kurta shopping,11150,shopping,family,family_3,family,
2025-12-31,Chiya for everyone,130,food,student_home,student_home_1,college,
2025-12-31,Countdown dinner tkeaway,3000,food,student_home,student_home_1,college,new_years_eve
2025-12-31,Countdown dinner Saturday,2450,food,student_home,student_home_1,college,new_years_eve
2025-12-31,Countdow dinner,4100,food,student_home,student_home_2,college,new_years_eve
2025-12-31,Countdown dinner,3950,food,student_home,student_home_3,college,new_years_eve
2025-12-31,New Year's Eve party - group booking,3850,entertainment,student_home,student_home_3,college,new_years_eve
2025-12-31,Countdown dinner takeaway,2500,food,student_hostel,student_hostel_1,roommates,new_years_eve
2025-12-31,New shoes,2750,shopping,student_hostel,student_hostel_2,roommates,
2025-12-31,Countdown dinner,2500,food,student_hostel,student_hostel_2,roommates,new_years_eve
2025-12-31,New Year's Eve party for 4 people,2050,entertainment,student_hostel,student_hostel_2,roommates,new_years_eve
2025-12-31,Micro to Patan,65,transport,student_hostel,student_hostel_3,roommates,
2025-12-31,Countdown dinner,5000,food,student_hostel,student_hostel_3,roommates,new_years_eve
2025-12-31,New Year's Eve party,4950,entertainment,working_bachelor,working_bachelor_1,roommates,new_years_eve
2025-12-31,Stationery and printing for Ram,1300,shopping,working_bachelor,working_bachelor_2,roommates,
2025-12-31,Momo at Bajeko Sekuwa,190,food,working_bachelor,working_bachelor_2,roommates,
2025-12-31,New Year's Eve party group booking,3150,entertainment,working_bachelor,working_bachelor_2,roommates,new_years_eve
2025-12-31,New Year's Eve party- with friends,4800,entertainment,working_bachelor,working_bachelor_3,roommates,new_years_eve
